Account_ID,Company,Coverage Type,State,Zip Code,3 digit Zip,Species,Age,Breed,Billing,Gender,Deductible,Reimbursement,Annual Limit,Multipolicies,Multipet2,Multipet3,Military,LM Price,Safeco Price,Priority Code
703790,LM,Accident Only,WA,98168,981,Dog,3,Mixed (Medium 31-50 Lbs.) X,Monthly,Male,250,0.9,15000,true,false,false,false,59.74,,
703822,LM,Accident & Illness & Wellness,GA,30044,300,Dog,4,German Shepherd Dog,Monthly,Female,250,0.9,10000,false,false,false,false,105.67,,LMLIFEMART
703837,LM,Accident & Illness & Wellness,TX,76226,762,Dog,9,Chihuahua,Monthly,Male,500,0.8,10000,false,true,false,false,74.84,,GENESIS
703838,LM,Accident Only,TX,76226,762,Dog,14,Chihuahua,Monthly,Male,500,0.8,10000,false,true,false,false,17.27,,GENESIS
703909,LM,Accident Only,WA,98444,984,Dog,4,Pitbull,Monthly,Male,500,0.8,5000,false,true,false,false,46.75,,
703910,LM,Accident Only,WA,98444,984,Dog,2,Pitbull,Monthly,Female,500,0.8,5000,false,true,false,false,46.75,,
703963,LM,Accident Only,OH,44256,All,Dog,6,Labrador Retriever,Monthly,Female,500,0.8,10000,false,false,false,true,22.45,,
704020,LM,Accident & Illness,CO,80129,801,Dog,2,Mixed Breed,Monthly,Male,500,0.8,10000,false,false,false,false,44.28,,LMBENEFITHUB
704070,LM,Accident & Illness,CA,94578,945,Cat,2,Domestic Short-Haired,Monthly,Female,500,0.8,10000,false,true,false,false,24.82,,Perkspot
704071,LM,Accident & Illness,CA,94578,945,Cat,2,Domestic Short-Haired,Monthly,Female,500,0.8,10000,false,true,false,false,24.82,,Perkspot
704160,LM,Accident & Illness & Wellness,CA,95746,957,Dog,2,Mixed Breed,Monthly,Male,250,0.9,10000,false,false,false,false,87.94,,WORKINGADVANTAGE
704306,LM,Accident & Illness,MI,48060,480,Dog,3,Pomeranian,Monthly,Male,250,0.8,10000,false,false,false,false,66.62,,
704397,LM,Accident & Illness,LA,70726,707,Dog,2,Mixed Breed,Monthly,Female,250,0.9,15000,false,false,false,false,48.21,,
704445,LM,Accident & Illness & Wellness,GA,31322,313,Dog,2,"Poodle, Toy",Monthly,Male,500,0.9,10000,false,false,false,false,70.96,,TICKETSATWORK
704451,LM,Accident Only,VT,05486,All,Dog,2,Australian Shepherd,Monthly,Male,250,0.9,5000,false,false,false,false,19.42,,LMBENEFITHUB
704534,LM,Accident & Illness & Wellness,RI,02839,All,Dog,5,Pembroke Welsh Corgi,Monthly,Male,500,0.8,10000,false,true,false,false,59.62,,Perkspot
704535,LM,Accident & Illness & Wellness,RI,02839,All,Dog,2,Mixed Breed,Monthly,Male,500,0.8,10000,false,true,false,false,58.72,,Perkspot
704544,LM,Accident Only,CA,94536,945,Dog,3,Mixed Breed,Monthly,Male,500,0.8,10000,false,false,false,false,22.21,,BENEPLACE
704601,LM,Accident Only,MA,01835,All,Dog,7,Australian Shepherd,Monthly,Male,500,0.8,10000,true,true,false,false,19.71,,
704602,LM,Accident Only,MA,01835,All,Dog,5,Mixed Breed,Monthly,Male,500,0.8,10000,true,true,false,false,19.71,,
704655,LM,Accident & Illness,MO,64082,All,Dog,2,Rottweiler,Monthly,Female,1000,0.8,10000,false,false,false,false,33.59,,
704803,LM,Accident & Illness,OH,44111,All,Dog,3,Boerboel,Monthly,Female,1000,0.9,15000,true,false,false,false,52.69,,
704839,LM,Accident Only,FL,33029,330,Dog,10,Labrador Retriever,Monthly,Male,250,0.9,15000,false,false,false,false,120.2,,LMBENEFITHUB
704912,LM,Accident & Illness,OH,45202,All,Dog,9,Mixed Breed,Monthly,Female,500,0.8,10000,false,false,false,false,65.62,,PDLIBERTY
704936,LM,Accident & Illness,PA,18954,All,Dog,2,Pomeranian,Monthly,Male,250,0.8,10000,false,false,false,false,48.34,,LMLIFEMART
704987,LM,Accident Only,MA,01902,All,Dog,2,German Shepherd Dog,Monthly,Female,250,0.8,10000,false,false,false,false,26.27,,PDLIBERTY
705041,LM,Accident Only,FL,34609,346,Dog,9,Bulldog - English,Monthly,Male,500,0.8,10000,false,false,false,true,87.93,,
705063,LM,Accident Only,FL,32766,327,Dog,6,German Shepherd,Monthly,Male,500,0.8,10000,false,true,false,false,41.42,,BENEPLACE
705064,LM,Accident Only,FL,32766,327,Dog,3,Goldendoodle,Monthly,Male,500,0.8,10000,false,true,false,false,36.33,,BENEPLACE
705160,LM,Accident Only,WA,98252,982,Dog,2,Plott Hound,Monthly,Female,250,0.8,10000,false,false,false,true,104.92,,LMBENEFITHUB
705228,LM,Accident & Illness,CO,80130,801,Dog,2,Mixed Breed,Monthly,Female,500,0.8,10000,false,false,false,false,49.2,,
705350,LM,Accident & Illness & Wellness,MD,21117,211,Cat,2,Domestic Short-Haired,Monthly,Male,250,0.8,10000,true,true,false,false,54.14,,
705351,LM,Accident & Illness & Wellness,MD,21117,211,Cat,2,Domestic Short-Haired,Monthly,Male,250,0.8,10000,true,true,false,false,54.14,,
705389,LM,Accident Only,NC,28027,All,Dog,13,Chihuahua,Monthly,Male,250,0.9,10000,false,false,false,false,30.44,,
705390,LM,Accident & Illness & Wellness,OH,43232,All,Dog,2,Cavalier King Charles Spaniel,Monthly,Male,250,0.9,15000,false,false,false,true,110.89,,
705392,LM,Accident & Illness,MA,01776,All,Dog,9,Norfolk Terrier,Monthly,Male,500,0.8,10000,true,true,false,false,59.8,,
705393,LM,Accident & Illness,MA,01776,All,Dog,2,Norfolk Terrier,Monthly,Female,500,0.8,10000,true,true,false,false,43.46,,
705456,LM,Accident & Illness & Wellness,PA,18104,All,Dog,2,Boxer,Monthly,Female,250,0.9,10000,true,false,false,false,88.13,,PDLIBERTY
705646,LM,Accident & Illness & Wellness,CA,95826,958,Dog,2,Yorkshire Terrier,Monthly,Female,500,0.8,10000,true,false,false,false,74.38,,
705700,LM,Accident & Illness & Wellness,IL,60614,606,Dog,6,Labrador Mix,Monthly,Male,500,0.9,10000,true,false,false,false,102.79,,
705725,LM,Accident & Illness,IN,46835,All,Cat,2,Mixed Breed,Monthly,Female,1000,0.7,15000,false,false,false,false,13.19,,
705798,LM,Accident & Illness & Wellness,CA,94513,945,Dog,2,Australian Cattle Dog,Monthly,Male,500,0.9,15000,false,false,false,false,99.68,,
705809,LM,Accident Only,FL,33441,334,Dog,3,Mixed (Medium 31-50 Lbs.),Monthly,Female,500,0.8,10000,false,false,false,false,61.02,,
705873,LM,Accident & Illness,MO,63119,All,Cat,2,Siamese,Monthly,Male,500,0.9,5000,true,false,false,false,20.21,,PDLIBERTY
706079,LM,Accident & Illness & Wellness,TN,37215,372,Dog,2,Labradoodle,Monthly,Female,250,0.9,10000,false,false,false,false,94.08,,BENEPLACE
706213,LM,Accident & Illness & Wellness,TN,37421,374,Dog,2,Golden Retriever,Monthly,Male,500,0.8,10000,false,false,false,false,77.43,,PDLIBERTY
706223,LM,Accident & Illness & Wellness,IL,60532,605,Dog,2,Mixed Breed,Monthly,Female,500,1,10000,true,true,false,false,67.5,,LMBENEFITHUB
706241,LM,Accident & Illness,ME,04102,All,Cat,2,Mixed Breed,Monthly,Male,500,0.8,10000,true,false,false,false,18.73,,
706288,LM,Accident Only,NM,87410,874,Dog,14,Pekingese,Monthly,Female,500,0.8,10000,false,true,false,false,23.15,,
706289,LM,Accident Only,NM,87410,874,Dog,18,Chihuahua,Monthly,Female,250,0.8,5000,false,true,false,false,24.99,,
706321,LM,Accident & Illness,OH,44256,All,Dog,2,Pomeranian,Monthly,Male,500,0.8,10000,true,false,false,false,45.98,,
706394,LM,Accident & Illness,NH,03038,All,Dog,3,American English Coonhound,Monthly,Male,250,0.8,10000,true,false,false,false,57.93,,
706413,LM,Accident & Illness,NH,03867,All,Dog,9,Dachshund,Monthly,Male,500,0.9,15000,true,false,false,false,60.86,,PDLIBERTY
706489,LM,Accident & Illness,MT,59825,All,Dog,8,Mixed Breed,Monthly,Female,1000,0.7,10000,false,true,false,false,31.74,,
706490,LM,Accident & Illness,MT,59825,All,Dog,5,Alaskan Malamute,Monthly,Female,1000,0.7,10000,false,true,false,false,28.44,,
706491,LM,Accident & Illness,MT,59825,All,Cat,10,Mixed Breed,Monthly,Female,1000,0.7,5000,false,true,false,false,18.8,,
706492,LM,Accident & Illness,MT,59825,All,Cat,3,Mixed Breed,Monthly,Male,1000,0.7,5000,false,true,false,false,12.24,,
706559,LM,Accident & Illness & Wellness,MA,01702,All,Dog,7,Mixed Breed,Monthly,Male,500,0.8,10000,true,false,false,false,89.58,,
706639,LM,Accident & Illness,NH,03079,All,Dog,2,"Bulldog, English",Monthly,Male,500,0.8,10000,true,false,false,false,45.51,,
706681,LM,Accident Only,WA,98001,980,Dog,2,Wire Haired Fox Terrier,Monthly,Male,1000,0.9,15000,true,true,false,false,12.68,,
706682,LM,Accident Only,WA,98001,980,Dog,2,Rottweiler,Monthly,Female,1000,0.9,15000,true,true,false,false,17.96,,
706778,LM,Accident & Illness,MA,02053,All,Dog,6,German Shepherd Dog,Monthly,Male,250,0.9,15000,true,false,false,false,83.18,,BENEPLACE
706801,LM,Accident Only,CO,80751,807,Dog,2,Labrador Retriever,Monthly,Male,250,0.9,5000,false,false,false,false,27.84,,
706886,LM,Accident & Illness,CA,94105,941,Dog,2,Keeshond,Monthly,Male,500,0.9,10000,false,false,false,false,62.53,,Perkspot
706973,LM,Accident Only,CA,92131,921,Cat,2,Siberian,Monthly,Female,500,0.8,10000,false,false,false,false,11.94,,Perkspot
707021,LM,Accident Only,MA,01089,All,Dog,2,Pomeranian,Monthly,Male,250,0.7,5000,true,false,false,false,20.04,,
707088,LM,Accident & Illness & Wellness,OR,97007,970,Dog,9,Mixed Breed,Monthly,Male,500,0.8,10000,false,false,false,false,116.41,,WORKINGADVANTAGE
707131,LM,Accident & Illness,CO,80126,801,Dog,2,Golden Retriever,Monthly,Male,500,0.8,10000,false,false,false,false,53.77,,
707139,LM,Accident Only,FL,33018,330,Dog,2,Bulldog - French,Monthly,Male,250,0.8,10000,false,false,false,false,68.27,,PDLIBERTY
707235,LM,Accident Only,NC,28277,All,Dog,14,"Poodle, Standard",Monthly,Female,250,0.9,15000,false,false,false,false,30.31,,LMLIFEMART
707295,LM,Accident & Illness,CO,81201,812,Dog,3,Doberman Pinscher,Monthly,Female,500,0.8,10000,true,false,false,false,51.88,,
707327,LM,Accident & Illness,AZ,85204,All,Dog,3,Mixed Breed,Monthly,Male,500,0.8,10000,false,false,false,false,56.78,,
707332,LM,Accident & Illness,TX,78244,782,Cat,2,Siberian,Monthly,Female,500,0.8,10000,false,false,false,false,17.61,,
707415,LM,Accident & Illness & Wellness,NH,03885,All,Dog,2,Mixed Breed,Monthly,Male,250,0.9,10000,true,false,false,false,64.59,,PDLIBERTY
707540,LM,Accident Only,FL,33030,330,Dog,6,Mixed (Small 11-30 Lbs.),Monthly,Male,500,0.8,10000,false,false,false,false,26.56,,
707649,LM,Accident & Illness & Wellness,HI,96789,All,Dog,9,Mixed Breed,Monthly,Female,500,0.8,15000,false,true,false,false,109.54,,
707650,LM,Accident & Illness & Wellness,HI,96789,All,Dog,8,Mixed Breed,Monthly,Female,500,0.8,15000,false,true,false,false,102.87,,
707687,LM,Accident & Illness & Wellness,VA,23451,234,Dog,3,German Shepherd Dog,Monthly,Female,500,0.9,10000,false,true,false,true,83.67,,
707688,LM,Accident & Illness & Wellness,VA,23451,234,Dog,5,Siberian Husky,Monthly,Male,500,0.9,10000,false,true,false,true,86.35,,
707697,LM,Accident Only,OH,43402,All,Dog,2,Mixed Breed,Monthly,Male,250,0.8,5000,false,false,false,false,24.24,,
707740,LM,Accident & Illness & Wellness,CA,94559,945,Dog,2,Pug,Monthly,Female,250,0.8,10000,false,false,false,false,109.86,,
707743,LM,Accident Only,CA,94070,940,Dog,2,Labradoodle,Monthly,Male,500,0.8,10000,false,false,false,false,22.21,,Perkspot
707752,LM,Accident & Illness & Wellness,MA,02125,All,Dog,2,Basenji,Monthly,Male,250,0.9,5000,true,false,false,false,79.41,,PDLIBERTY
707835,LM,Accident & Illness,RI,02892,All,Dog,5,Catahoula Leopard Dog,Monthly,Male,500,0.8,10000,true,true,false,false,37.69,,PDLIBERTY
707836,LM,Accident & Illness,RI,02892,All,Cat,4,Mixed Breed,Monthly,Female,500,0.8,10000,true,true,false,false,16.86,,PDLIBERTY
707837,LM,Accident & Illness,RI,02892,All,Cat,4,Siamese,Monthly,Male,500,0.8,10000,true,true,false,false,17.27,,PDLIBERTY
707838,LM,Accident & Illness,RI,02892,All,Cat,5,Siamese,Monthly,Female,500,0.8,10000,true,true,false,false,17.68,,PDLIBERTY
707839,LM,Accident & Illness,RI,02892,All,Cat,6,Mixed Breed,Monthly,Female,500,0.8,10000,true,true,false,false,18.47,,PDLIBERTY
707942,LM,Accident Only,FL,33771,337,Dog,4,Mixed (Toy 0-10 Lbs),Monthly,Female,1000,0.9,15000,false,false,false,false,48.97,,
708009,LM,Accident & Illness,WI,54901,549,Dog,7,Goldendoodle,Monthly,Male,500,0.8,10000,true,false,false,false,59.14,,LMBENEFITHUB
708030,LM,Accident Only,FL,33484,334,Dog,7,All Other (Toy 0-10 Lbs),Monthly,Male,250,0.9,15000,false,false,false,false,82.54,,
708097,LM,Accident & Illness,VA,23707,237,Dog,3,Coton De Tulear,Monthly,Female,250,0.7,10000,true,false,false,false,45,,
708112,LM,Accident & Illness & Wellness,IL,60010,600,Dog,2,Mixed Breed,Monthly,Male,250,0.9,5000,false,false,false,false,83.93,,Examity
708122,LM,Accident & Illness & Wellness,PA,19002,All,Dog,2,Samoyed,Monthly,Female,1000,0.9,5000,false,false,false,false,68.23,,
708153,LM,Accident Only,VA,20109,201,Dog,8,"Poodle, Toy",Monthly,Female,250,0.9,5000,true,false,false,true,24.03,,
708180,LM,Accident & Illness,NV,89701,897,Dog,2,Golden Retriever,Monthly,Female,500,0.9,10000,false,false,false,false,57.16,,
708271,LM,Accident & Illness & Wellness,CA,95758,957,Dog,2,American Staffordshire Terrier,Monthly,Female,500,0.8,10000,true,false,false,false,86.65,,
708312,LM,Accident & Illness,VA,22180,221,Dog,2,Cavalier King Charles Spaniel,Monthly,Male,250,0.9,10000,true,false,false,false,63.51,,
708377,LM,Accident Only,FL,32708,327,Cat,5,American Shorthair,Monthly,Female,500,0.8,10000,false,false,false,false,55.43,,Perkspot
708438,LM,Accident & Illness,CA,94103,941,Cat,2,Domestic Short-Haired,Monthly,Female,500,0.8,10000,false,true,false,false,26.44,,Perkspot
708439,LM,Accident & Illness,CA,94103,941,Cat,2,Domestic Short-Haired,Monthly,Male,500,0.8,10000,false,true,false,false,26.44,,Perkspot
708465,LM,Accident Only,WA,98133,981,Dog,4,Australian Cattle Dog,Monthly,Female,250,0.9,15000,false,false,false,false,102.43,,Perkspot
708484,LM,Accident & Illness & Wellness,TX,75063,750,Dog,9,Mixed Breed,Monthly,Male,500,0.8,5000,false,false,false,false,75.49,,Perkspot
708603,LM,Accident Only,CA,95828,958,Cat,3,Alley Cat,Monthly,Male,250,0.9,10000,false,false,false,false,15.34,,
708694,LM,Accident & Illness & Wellness,IL,60048,600,Cat,2,Mixed Breed,Monthly,Male,250,0.9,15000,false,true,false,false,58.55,,MichiganStateAlumni
708695,LM,Accident & Illness,IL,60048,600,Cat,12,Tabby,Monthly,Male,500,0.9,15000,false,true,false,false,50.78,,MichiganStateAlumni
708743,LM,Accident Only,AZ,85304,All,Dog,2,Old English Sheepdog,Monthly,Female,500,0.8,10000,false,false,false,false,24.6,,
708759,LM,Accident & Illness,MA,01845,All,Dog,13,Dachshund,Monthly,Male,1000,0.8,10000,true,true,false,false,70.53,,
708760,LM,Accident & Illness,MA,01845,All,Dog,13,Dachshund,Monthly,Female,1000,0.8,10000,true,true,false,false,70.53,,
708975,LM,Accident & Illness & Wellness,PA,19121,All,Dog,2,Mixed Breed,Monthly,Male,250,0.9,10000,true,false,false,false,89.71,,
708986,LM,Accident & Illness & Wellness,AL,36109,All,Dog,2,Dachshund,Monthly,Male,250,0.7,10000,false,false,false,false,88.71,,
709047,LM,Accident Only,MA,01984,All,Dog,2,Golden Retriever,Monthly,Male,500,0.9,15000,false,false,false,false,28.5,,
709057,LM,Accident & Illness & Wellness,CA,94947,949,Dog,9,Chihuahua,Monthly,Male,500,0.8,10000,false,true,false,false,82.59,,BENEPLACE
709058,LM,Accident & Illness & Wellness,CA,94947,949,Dog,7,Chihuahua,Monthly,Female,500,0.8,10000,false,true,false,false,77.65,,BENEPLACE
709059,LM,Accident & Illness & Wellness,CA,94947,949,Dog,6,Chihuahua,Monthly,Female,500,0.8,10000,false,true,false,false,83.76,,BENEPLACE
709060,LM,Accident & Illness & Wellness,CA,94947,949,Dog,6,German Shepherd Dog,Monthly,Female,500,0.8,10000,false,true,false,false,84.99,,BENEPLACE
709079,LM,Accident Only,CA,90025,900,Dog,6,Mixed Breed,Monthly,Male,500,0.8,10000,false,false,false,false,23.67,,Perkspot
709086,LM,Accident & Illness,MA,02148,All,Cat,2,Mixed Breed,Monthly,Female,250,1,10000,false,false,false,false,33.77,,
709167,LM,Accident Only,MA,02093,All,Dog,2,Mixed Breed,Monthly,Male,500,0.8,10000,false,false,false,false,20.87,,PDLIBERTY
709169,LM,Accident & Illness & Wellness,VA,22079,220,Dog,2,Labrador Retriever,Monthly,Male,500,0.8,10000,false,false,false,false,67.01,,Perkspot
709256,LM,Accident & Illness & Wellness,LA,70117,701,Dog,2,Australian Cattle Dog,Monthly,Female,250,0.9,15000,true,true,false,false,77.24,,
709257,LM,Accident & Illness & Wellness,LA,70117,701,Dog,9,Australian Cattle Dog,Monthly,Female,250,0.9,15000,true,true,false,false,93.33,,
709301,LM,Accident & Illness,NH,03854,All,Dog,2,Mixed Breed,Monthly,Male,500,0.8,10000,false,false,false,false,34.32,,PDLIBERTY
709429,LM,Accident Only,CO,81301,813,Dog,8,Labrador Retriever,Monthly,Female,250,0.9,10000,true,true,false,false,27.59,,
709430,LM,Accident Only,CO,81301,813,Dog,3,Labrador Retriever,Monthly,Female,250,0.9,5000,true,true,false,false,23.66,,
709651,LM,Accident & Illness,MA,01516,All,Dog,2,Australian Shepherd,Monthly,Female,500,0.8,10000,false,false,false,false,46.02,,BENEPLACE
709790,LM,Accident Only,WA,98003,980,Cat,2,Domestic Shorthair,Monthly,Female,500,0.8,10000,false,false,false,false,36.76,,
710144,LM,Accident Only,FL,33544,335,Dog,10,Yorkshire Terrier,Monthly,Female,500,0.8,10000,false,false,false,false,12.88,,
710180,LM,Accident & Illness,VA,23832,238,Dog,2,Golden Retriever,Monthly,Male,500,0.9,10000,true,false,false,false,43.98,,
710213,LM,Accident & Illness,CA,92102,921,Dog,4,Labrador Retriever,Monthly,Male,250,0.9,10000,false,false,false,false,95.47,,LMBENEFITHUB
710244,LM,Accident Only,WA,98387,983,Dog,2,Doberman Pinscher,Monthly,Male,250,0.9,15000,false,false,false,false,36.34,,
710257,LM,Accident Only,GA,30004,300,Dog,15,Yorkshire Terrier,Monthly,Female,500,0.8,10000,false,false,false,true,20.03,,
710287,LM,Accident & Illness,VA,22151,221,Cat,2,Persian,Monthly,Female,500,0.8,10000,false,false,false,false,24.94,,
710328,LM,Accident & Illness & Wellness,MI,49685,496,Dog,4,German Shepherd Dog,Monthly,Male,500,0.8,10000,false,false,false,false,94.48,,
710371,LM,Accident Only,FL,34243,342,Dog,9,Chihuahua,Monthly,Female,500,0.8,10000,false,false,false,false,45.15,,
710426,LM,Accident Only,MA,02571,All,Dog,2,Boxer,Monthly,Male,500,0.9,5000,false,false,false,false,19.88,,UMassDartmouth
710428,LM,Accident Only,MD,20616,206,Dog,2,Bichon Frise,Monthly,Male,250,0.9,5000,true,false,false,false,21.35,,
710533,LM,Accident & Illness,CO,80128,801,Dog,4,Mixed Breed,Monthly,Female,500,0.8,10000,true,false,false,false,45.01,,LMBENEFITHUB
710804,LM,Accident & Illness,MD,21122,211,Dog,2,"Bulldog, French",Monthly,Male,250,0.9,15000,false,false,false,false,65.25,,BENEPLACE
710880,LM,Accident Only,FL,34787,347,Dog,2,Mixed (Small 11-30 Lbs.),Monthly,Male,250,0.9,15000,false,true,false,false,9.11,,
710881,LM,Accident Only,FL,34787,347,Dog,2,Mixed (Small 11-30 Lbs.),Monthly,Male,250,0.9,15000,false,true,false,false,9.11,,
710983,LM,Accident & Illness & Wellness,VA,23111,231,Dog,2,Boston Terrier,Monthly,Male,500,0.8,10000,false,false,false,false,67.87,,BENEPLACE
711003,LM,Accident & Illness & Wellness,MD,21216,212,Dog,7,Chihuahua,Monthly,Female,250,0.9,5000,true,false,false,false,76.02,,BENEPLACE
711013,LM,Accident Only,TX,77566,775,Dog,4,Dogue De Bordeaux,Monthly,Female,500,0.8,5000,true,false,false,false,15.64,,
711064,LM,Accident Only,MI,48184,481,Dog,5,"Bulldog, American",Monthly,Male,250,0.8,10000,false,true,false,false,26.9,,
711065,LM,Accident Only,MI,48184,481,Dog,3,Mixed Breed,Monthly,Male,250,0.8,10000,false,true,false,false,26.9,,
711089,LM,Accident & Illness,MA,02532,All,Dog,4,Golden Retriever,Monthly,Female,500,0.8,5000,true,false,false,false,51.25,,
711111,LM,Accident Only,KY,42784,All,Dog,2,Mixed Breed,Monthly,Male,500,0.8,10000,false,false,false,false,23.21,,
711243,LM,Accident & Illness,PA,15229,All,Dog,2,Labrador Mix,Monthly,Male,500,0.9,15000,true,false,false,false,49.9,,
711276,LM,Accident Only,FL,33401,334,Dog,4,Golden Retriever,Monthly,Male,250,0.9,10000,false,false,false,false,15.09,,
711432,LM,Accident & Illness,PA,19154,All,Dog,3,Mixed Breed,Monthly,Female,250,0.9,10000,false,false,false,false,63.9,,
711463,LM,Accident & Illness & Wellness,MA,02324,All,Dog,2,"Bulldog, French",Monthly,Male,250,0.9,5000,true,false,false,false,98.49,,
711500,LM,Accident & Illness,AL,36535,All,Dog,2,Golden Retriever,Monthly,Male,500,0.9,10000,false,false,false,true,56.03,,
711574,LM,Accident & Illness & Wellness,DC,20015,All,Dog,2,Labradoodle,Monthly,Male,250,0.9,10000,true,false,false,false,91.7,,
711686,LM,Accident & Illness,MO,65201,All,Cat,2,American Short-Haired,Monthly,Female,250,0.8,10000,false,true,false,false,26.07,,
711687,LM,Accident & Illness,MO,65201,All,Cat,3,American Short-Haired,Monthly,Female,250,0.8,10000,false,true,false,false,26.58,,
711706,LM,Accident & Illness & Wellness,GA,30350,303,Dog,8,Mixed Breed,Monthly,Male,250,0.8,10000,false,false,false,false,97.93,,Perkspot
711781,LM,Accident & Illness & Wellness,MA,02481,All,Dog,2,Portuguese Water Dog,Monthly,Male,500,1,10000,true,false,false,false,81.78,,
711898,LM,Accident & Illness,MA,02052,All,Dog,7,Greyhound,Monthly,Male,500,0.9,10000,false,false,false,false,76.21,,WORKINGADVANTAGE
711899,LM,Accident Only,OR,97756,977,Dog,2,Mixed Breed,Monthly,Female,500,0.8,10000,false,false,false,false,24.71,,
711904,LM,Accident Only,FL,33161,331,Dog,4,Yorkshire Terrier,Monthly,Male,500,0.8,10000,false,false,false,false,61.81,,
712188,LM,Accident & Illness,PA,15208,All,Cat,2,Domestic Short-Haired,Monthly,Female,250,0.8,10000,false,false,false,false,30.09,,
712193,LM,Accident & Illness,VT,05491,All,Dog,2,Labrador Retriever,Monthly,Male,500,0.9,10000,true,false,false,false,40.73,,
712264,LM,Accident & Illness,OH,44240,All,Cat,13,Siamese,Monthly,Male,500,0.8,10000,true,true,false,false,52.37,,
712266,LM,Accident & Illness & Wellness,NH,03878,All,Dog,2,Labrador Retriever,Monthly,Male,500,0.9,15000,false,false,false,false,78.38,,
712308,LM,Accident & Illness,MD,21043,210,Dog,3,Greyhound,Monthly,Male,500,0.8,10000,true,false,false,false,47.91,,
712344,LM,Accident & Illness,MA,02129,All,Dog,2,Golden Retriever,Monthly,Male,500,0.8,10000,false,false,false,false,48.36,,PDLIBERTY
712394,LM,Accident Only,WA,99208,992,Dog,3,Chihuahua,Monthly,Male,250,0.9,5000,false,false,false,false,58.32,,
712453,LM,Accident & Illness,OH,44240,All,Dog,4,Labrador Retriever,Monthly,Female,500,1,10000,true,true,false,false,52.89,,
712483,LM,Accident & Illness,MA,01610,All,Dog,2,Chorkie,Monthly,Male,250,0.7,5000,true,false,false,false,45.73,,
712577,LM,Accident & Illness & Wellness,MA,02124,All,Dog,2,Mixed Breed,Monthly,Male,500,0.8,10000,false,false,false,false,84.93,,
712814,LM,Accident & Illness,VA,22205,222,Dog,5,Mixed Breed,Monthly,Male,500,0.8,10000,false,false,false,false,53.7,,
712902,LM,Accident & Illness & Wellness,CA,91354,913,Dog,2,Golden Retriever,Monthly,Female,500,0.9,15000,false,false,false,false,96.5,,Perkspot
713111,LM,Accident & Illness & Wellness,CA,93737,937,Dog,3,Shih Tzu,Monthly,Female,250,0.9,15000,true,false,false,false,114.79,,
713218,LM,Accident Only,OH,44077,All,Dog,7,Labrador Retriever,Monthly,Male,500,0.8,5000,false,false,false,false,19.26,,
713229,LM,Accident & Illness & Wellness,MD,21113,211,Dog,2,Boxer,Monthly,Male,500,0.8,10000,false,false,false,false,83.97,,
713318,LM,Accident & Illness,MD,20721,207,Dog,2,"Bulldog, French",Monthly,Male,500,0.8,10000,true,false,false,false,44.31,,
713374,LM,Accident Only,FL,32714,327,Cat,10,Domestic Shorthair,Monthly,Female,250,0.7,5000,false,false,false,false,24.8,,
713398,LM,Accident & Illness,CA,90660,906,Dog,2,Labrador Retriever,Monthly,Female,1000,0.9,15000,false,true,false,false,30.36,,Perkspot
713399,LM,Accident & Illness,CA,90660,906,Dog,2,Labrador Retriever,Monthly,Male,1000,0.9,15000,false,true,false,false,30.36,,Perkspot
713458,LM,Accident & Illness & Wellness,ME,04730,All,Cat,2,Domestic Short-Haired,Monthly,Male,250,0.8,10000,true,false,false,false,47.6,,
713471,LM,Accident & Illness & Wellness,NH,03743,All,Dog,2,Great Dane,Monthly,Female,250,0.9,15000,true,false,false,false,97.33,,
713472,LM,Accident & Illness,NH,03053,All,Dog,3,Miniature Pinscher,Monthly,Female,500,0.8,10000,false,false,false,false,37.47,,LMBENEFITHUB
713487,LM,Accident & Illness,TN,37186,371,Dog,6,Doberman Pinscher,Monthly,Male,500,0.8,10000,false,false,false,false,51.9,,
713573,LM,Accident & Illness,TN,37128,371,Dog,6,Border Terrier,Monthly,Female,500,0.9,10000,true,false,false,true,51.17,,
713613,LM,Accident & Illness & Wellness,MI,48088,480,Dog,2,Mixed Breed,Monthly,Female,500,0.8,10000,true,false,false,false,81.85,,
713648,LM,Accident & Illness & Wellness,CA,95838,958,Dog,4,Mixed Breed,Monthly,Male,250,0.8,10000,false,false,false,false,89.81,,LMBENEFITHUB
713666,LM,Accident & Illness,NC,28206,All,Dog,3,"Bulldog, American",Monthly,Male,500,0.8,10000,true,false,false,false,56.87,,
713677,LM,Accident & Illness & Wellness,SC,29205,292,Dog,2,Chow Chow,Monthly,Male,500,0.8,10000,false,false,false,false,92.28,,
713735,LM,Accident & Illness & Wellness,ME,04730,All,Dog,3,Mixed Breed,Monthly,Female,250,1,10000,true,true,false,false,62.21,,
713778,LM,Accident Only,SC,29678,296,Dog,2,Mixed Breed,Monthly,Male,250,0.7,5000,false,true,false,false,25.91,,
713779,LM,Accident Only,SC,29678,296,Dog,21,Mixed Breed,Monthly,Female,250,0.7,5000,false,true,false,false,25.91,,
713781,LM,Accident Only,GA,30236,302,Dog,16,Pomeranian,Monthly,Male,250,0.8,10000,false,false,false,true,25.22,,
713797,LM,Accident & Illness,MA,01436,All,Dog,2,Mixed Breed,Monthly,Male,250,0.9,5000,false,false,false,false,58.93,,PDLIBERTY
713804,LM,Accident Only,PA,18854,All,Dog,15,Mixed Breed,Monthly,Female,250,0.9,10000,false,false,false,false,27.66,,
